country,ID,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,religiousity,political_scale,sex,birthyear,age,marital_status,employment
SGP,702071039,1,1,2,2,10,10,4,A religious person,7,Female,1951,68,Married,Part time
SGP,702071040,1,2,2,2,7,9,9,An atheist,6,Male,1982,37,Married,Full time
SGP,702071041,2,1,1,1,5,4,2,Not a religious person,,Male,1997,23,Single,Student
SGP,702071042,1,1,3,1,7,5,6,A religious person,4,Female,1980,39,Married,Full time
SGP,702071043,1,2,3,2,8,9,8,A religious person,5,Female,1990,29,Married,Homemaker not otherwise employed
SGP,702071044,1,1,2,2,8,7,7,An atheist,5,Male,1987,32,Married,Full time
SGP,702071045,1,2,2,1,6,7,4,A religious person,8,Male,1974,45,Married,Full time
SGP,702071046,1,1,2,1,7,10,8,A religious person,6,Female,1979,40,Married,Part time
SGP,702071047,1,3,2,1,5,5,3,A religious person,5,Male,1969,50,Divorced,Full time
SGP,702071048,1,1,2,2,6,6,6,Not a religious person,6,Male,1982,37,Married,Full time
SGP,702071049,1,2,2,2,7,8,7,Not a religious person,6,Female,1978,41,Married,Self employed
SGP,702071050,1,1,1,1,8,8,7,A religious person,5,Male,1986,33,Married,Full time
SGP,702071051,1,2,3,1,8,8,5,A religious person,5,Male,1963,56,Married,Full time
SGP,702071052,1,1,3,1,7,6,4,Not a religious person,6,Male,1994,25,Single,Self employed
SGP,702071053,1,1,1,2,8,8,6,An atheist,3,Female,1996,23,Single,Full time
SGP,702071054,1,3,1,1,4,6,7,A religious person,5,Male,1984,35,Married,Full time
SGP,702071055,1,1,1,1,7,7,7,Not a religious person,5,Male,1971,48,Married,Full time
SGP,702071056,1,1,2,1,7,6,5,A religious person,8,Female,1950,69,Married,Part time
SGP,702071057,1,1,3,1,6,6,6,Not a religious person,,Male,1998,21,Single,Full time
SGP,702071058,1,2,2,1,6,4,4,A religious person,5,Female,1991,28,Married,Full time
SGP,702071059,1,2,1,1,6,5,4,Not a religious person,7,Female,1978,41,Married,Full time
SGP,702071060,1,1,1,2,5,6,8,A religious person,4,Male,1955,64,Married,Full time
SGP,702071061,1,2,2,2,10,10,5,A religious person,4,Female,1959,60,Married,Homemaker not otherwise employed
SGP,702071062,1,2,1,2,5,6,7,A religious person,2,Female,1970,49,Married,Homemaker not otherwise employed
SGP,702071063,1,1,2,2,5,8,6,A religious person,5,Female,1982,37,Married,Homemaker not otherwise employed
SGP,702071064,1,1,2,1,10,10,10,An atheist,5,Male,1976,43,Married,Full time
SGP,702071065,1,2,2,2,10,10,10,A religious person,2,Male,1941,78,Widowed,Retired/pensioned
SGP,702071066,2,2,2,2,8,7,8,A religious person,2,Male,1986,34,Single,Full time
SGP,702071067,1,1,2,2,9,8,8,A religious person,5,Female,1984,35,Married,Self employed
SGP,702071068,1,2,2,2,5,5,5,A religious person,5,Female,1976,43,Married,Full time
SGP,702071069,1,1,2,1,7,8,8,A religious person,5,Male,1989,30,Married,Full time
SGP,702071070,1,1,2,2,8,8,9,A religious person,5,Female,1971,49,Married,Homemaker not otherwise employed
SGP,702071071,2,2,3,2,5,6,3,Not a religious person,5,Male,1987,32,Single,Full time
SGP,702071072,1,1,2,1,6,10,6,A religious person,5,Male,1984,35,Married,Full time
SGP,702071073,1,2,3,2,8,9,7,Not a religious person,6,Male,1979,40,Married,Self employed
SGP,702071074,1,2,2,2,8,8,8,A religious person,3,Female,1973,46,Single,Full time
SGP,702071075,1,2,1,2,5,6,6,A religious person,5,Male,1975,44,Married,Full time
SGP,702071076,1,2,1,1,10,10,1,A religious person,6,Female,1978,41,Married,Part time
SGP,702071077,1,2,2,3,10,10,8,A religious person,5,Female,1972,47,Married,Homemaker not otherwise employed
SGP,702071078,1,2,3,3,10,6,10,A religious person,6,Female,1954,65,Married,Homemaker not otherwise employed
SGP,702071079,1,2,2,3,7,4,7,A religious person,5,Male,1974,45,Married,Full time
SGP,702071080,1,2,2,2,8,7,6,A religious person,3,Female,1985,34,Married,Part time
SGP,702071081,1,2,2,2,10,7,7,A religious person,5,Female,1984,35,Married,Homemaker not otherwise employed
SGP,702071082,1,2,2,2,6,9,10,Not a religious person,4,Female,1972,47,Married,Homemaker not otherwise employed
SGP,702071083,1,1,3,1,10,6,5,Not a religious person,5,Female,1988,31,Divorced,Full time
SGP,702071084,1,3,2,1,5,5,7,Not a religious person,6,Male,1987,32,Married,Full time
SGP,702071085,1,2,1,1,10,8,8,A religious person,5,Male,1980,39,Married,Full time
SGP,702071086,1,2,2,3,6,5,5,Not a religious person,5,Female,1980,39,Married,Unemployed
SGP,702071087,1,2,1,1,6,7,2,A religious person,5,Male,1966,53,Married,Full time
SGP,702071088,1,1,2,1,9,9,8,An atheist,8,Male,1982,37,Married,Full time
SGP,702071089,1,2,2,1,6,7,7,A religious person,3,Male,1964,55,Married,Full time
SGP,702071090,1,1,2,2,10,8,7,Not a religious person,7,Female,1988,31,Married,Full time
SGP,702071091,1,1,2,2,7,7,7,A religious person,5,Female,1972,48,Married,Full time
SGP,702071092,1,1,2,2,8,9,9,A religious person,6,Female,1981,38,Single,Full time
SGP,702071093,1,2,3,2,3,5,6,A religious person,,Female,1959,61,Divorced,Homemaker not otherwise employed
SGP,702071094,1,1,2,1,7,7,5,A religious person,,Female,1985,35,Married,Full time
SGP,702071095,1,3,3,1,5,5,1,A religious person,5,Female,1981,39,Married,Full time
SGP,702071096,1,1,2,2,6,6,7,A religious person,,Female,1965,55,Divorced,Full time
SGP,702071097,1,2,2,1,4,6,6,Not a religious person,,Female,1989,31,Married,Full time
SGP,702071098,1,1,2,1,8,8,7,Not a religious person,1,Female,1967,53,Married,Full time
SGP,702071099,1,1,1,2,5,4,7,Not a religious person,,Male,1998,22,Single,Other
SGP,702071100,1,3,2,2,6,8,8,Not a religious person,8,Male,1978,42,Married,Full time
SGP,702071101,1,1,1,3,4,8,6,Not a religious person,5,Female,1976,44,Married,Homemaker not otherwise employed
SGP,702071102,2,1,1,2,6,6,6,Not a religious person,,Male,1987,33,Divorced,Unemployed
SGP,702071103,2,3,3,3,3,3,3,Not a religious person,,Female,1944,76,Widowed,Unemployed
SGP,702071104,1,3,1,2,4,5,4,A religious person,4,Female,1954,66,Single,Part time
SGP,702071105,2,1,2,2,3,3,1,Not a religious person,5,Male,1960,60,Separated,Full time
SGP,702071106,1,2,2,1,7,7,7,An atheist,5,Male,1964,56,Married,Full time
SGP,702071107,2,2,1,3,6,6,8,A religious person,4,Female,1954,66,Married,Homemaker not otherwise employed
SGP,702071108,1,2,3,2,7,6,7,Not a religious person,5,Female,1987,33,Married,Unemployed
SGP,702071109,1,2,1,1,8,9,8,An atheist,2,Female,1965,55,Married,Full time
SGP,702071110,1,1,1,1,3,3,1,Not a religious person,4,Male,1970,50,Married,Unemployed
SGP,702071111,2,1,1,1,4,4,4,An atheist,4,Male,1993,27,Single,Unemployed
SGP,702071112,1,1,2,2,7,7,6,A religious person,2,Female,1990,30,Married,Full time
SGP,702071113,1,2,2,2,7,5,5,A religious person,3,Female,1997,23,Single,Student
SGP,702071114,1,2,1,1,4,7,5,Not a religious person,5,Female,1997,23,Single,Full time
SGP,702071115,1,2,2,1,7,8,7,A religious person,1,Female,1982,38,Married,Homemaker not otherwise employed
SGP,702071116,1,2,2,2,6,7,5,Not a religious person,5,Female,1978,42,Married,Homemaker not otherwise employed
SGP,702071117,1,2,2,2,4,7,6,A religious person,6,Male,1975,45,Married,Full time
SGP,702071118,1,2,2,2,8,8,8,A religious person,9,Male,1962,58,Married,Full time
SGP,702071119,1,2,2,4,4,7,7,A religious person,3,Female,1938,82,Married,Homemaker not otherwise employed
SGP,702071120,1,1,1,3,8,7,8,Not a religious person,3,Male,1999,21,Single,Other
SGP,702071121,1,2,2,4,6,6,6,A religious person,10,Female,1936,84,Single,Retired/pensioned
SGP,702071122,1,2,2,4,6,5,9,Not a religious person,5,Female,1945,75,Widowed,Homemaker not otherwise employed
SGP,702071123,1,1,1,1,7,9,9,A religious person,7,Male,1968,52,Married,Full time
SGP,702071124,1,1,1,3,5,8,8,Not a religious person,5,Female,1980,40,Married,Homemaker not otherwise employed
SGP,702071125,1,2,2,3,3,7,6,Not a religious person,,Female,1949,71,Married,Homemaker not otherwise employed
SGP,702071126,1,1,2,1,6,6,6,A religious person,6,Female,1981,39,Married,Full time
SGP,702071127,1,3,3,1,4,7,8,A religious person,5,Male,1972,48,Married,Full time
SGP,702071128,1,1,1,2,7,7,6,A religious person,5,Female,1989,31,Married,Full time
SGP,702071129,1,2,4,2,5,8,8,A religious person,2,Female,1983,37,Married,Full time
SGP,702071130,1,2,2,2,6,6,7,A religious person,,Female,1963,57,Married,Homemaker not otherwise employed
SGP,702071131,1,1,1,2,1,5,5,A religious person,5,Male,1969,51,Married,Unemployed
SGP,702071132,2,1,1,1,5,7,5,Not a religious person,4,Female,1978,42,Divorced,Unemployed
SGP,702071133,2,2,2,1,7,1,1,A religious person,,Female,1974,46,Married,Unemployed
SGP,702071134,1,2,2,1,10,9,9,A religious person,,Female,1979,41,Married,Homemaker not otherwise employed
SGP,702071135,1,1,2,2,7,7,7,Not a religious person,,Female,1972,48,Single,Full time
SGP,702071136,1,2,2,3,5,7,6,Not a religious person,,Female,1958,62,Married,Full time
SGP,702071137,2,2,3,2,3,3,2,Not a religious person,,Male,1958,62,Divorced,Unemployed
SGP,702071138,1,2,1,2,7,8,8,A religious person,7,Female,1988,31,Single,Full time
SGP,702071139,1,1,2,1,4,6,6,Not a religious person,6,Female,1996,24,Married,Part time
SGP,702071140,2,1,1,2,4,4,4,Not a religious person,5,Female,1994,26,Married,Full time
SGP,702071141,1,2,3,1,7,8,7,A religious person,2,Male,1976,43,Married,Full time
SGP,702071142,1,1,1,2,6,7,6,,3,Male,1995,24,Single,Student
SGP,702071143,1,2,1,1,8,10,8,Not a religious person,3,Male,1996,23,Single,Student
SGP,702071144,1,2,2,2,7,7,8,A religious person,,Female,1956,64,Married,Homemaker not otherwise employed
SGP,702071145,1,1,1,3,6,7,8,Not a religious person,4,Female,1977,43,Married,Homemaker not otherwise employed
SGP,702071146,1,1,2,1,4,10,10,A religious person,,Female,1979,41,Married,Full time
SGP,702071147,1,1,2,1,8,9,6,A religious person,4,Male,1990,29,Married,Full time
SGP,702071148,1,1,2,2,7,8,6,Not a religious person,4,Male,1995,25,Single,Student
SGP,702071149,1,2,1,4,6,7,7,Not a religious person,,Female,1987,33,Married,Homemaker not otherwise employed
SGP,702071150,1,3,2,2,7,8,7,Not a religious person,,Female,1987,33,Married,Full time
SGP,702071151,1,2,2,2,4,5,5,Not a religious person,7,Male,1956,64,Married,Retired/pensioned
SGP,702071152,1,1,1,2,4,6,4,Not a religious person,5,Female,1984,36,Living together as married,Full time
SGP,702071153,1,1,2,4,7,7,7,Not a religious person,2,Female,1972,48,Married,Homemaker not otherwise employed
SGP,702071154,1,2,2,2,7,8,8,A religious person,5,Male,1996,23,Living together as married,Student
SGP,702071155,1,2,1,3,9,8,9,Not a religious person,5,Male,1968,52,Married,Retired/pensioned
SGP,702071156,2,2,2,2,8,8,9,Not a religious person,3,Male,1996,23,Single,Student
SGP,702071157,2,1,1,4,5,5,5,Not a religious person,5,Female,1982,37,Single,Self employed
SGP,702071158,1,2,2,3,10,1,1,A religious person,5,Male,1948,72,Married,Other
SGP,702071159,1,2,1,3,7,7,7,A religious person,5,Female,1945,75,Widowed,Homemaker not otherwise employed
SGP,702071160,1,2,1,1,5,6,6,A religious person,8,Male,1967,53,Married,Unemployed
SGP,702071161,1,2,2,1,5,5,5,A religious person,5,Male,1959,61,Married,Retired/pensioned
SGP,702071162,1,1,2,1,5,5,5,,,Male,1998,22,Single,Student
SGP,702071163,1,1,1,1,5,5,5,Not a religious person,5,Female,1996,24,Single,Full time
SGP,702071164,1,1,2,3,8,8,8,A religious person,7,Male,1958,61,Married,Retired/pensioned
SGP,702071165,1,2,2,2,8,9,10,An atheist,5,Male,1982,38,Married,Full time
SGP,702071166,1,2,2,2,8,7,8,A religious person,5,Female,1941,79,Widowed,Retired/pensioned
SGP,702071167,1,1,1,2,8,7,5,Not a religious person,7,Female,1964,55,Married,Self employed
SGP,702071168,1,2,2,2,7,7,8,Not a religious person,3,Male,1983,36,Married,Full time
SGP,702071169,1,2,1,1,7,7,6,A religious person,2,Female,1963,57,Divorced,Homemaker not otherwise employed
SGP,702071170,1,2,3,1,7,7,7,A religious person,5,Female,1958,62,Widowed,Homemaker not otherwise employed
SGP,702071171,1,1,2,1,7,8,6,A religious person,2,Male,1988,32,Single,Full time
SGP,702071172,1,1,2,3,5,6,6,Not a religious person,5,Female,1970,49,Single,Unemployed
SGP,702071173,1,2,2,2,6,7,6,A religious person,6,Female,1967,53,Married,Full time
SGP,702071174,1,1,2,2,7,6,5,Not a religious person,3,Female,1996,24,Single,Student
SGP,702071175,1,1,2,1,5,5,7,A religious person,8,Male,1946,74,Married,Retired/pensioned
SGP,702071176,1,2,1,3,8,8,7,A religious person,5,Male,1954,66,Divorced,Part time
SGP,702071177,2,2,2,2,8,8,7,An atheist,,Female,1990,30,Single,Full time
SGP,702071178,1,2,2,3,5,8,5,A religious person,5,Female,1957,63,Married,Homemaker not otherwise employed
SGP,702071179,1,2,4,2,8,7,7,Not a religious person,7,Male,1968,52,Married,Full time
SGP,702071180,1,2,2,2,8,10,10,An atheist,,Male,1938,82,Married,Retired/pensioned
SGP,702071181,1,2,2,1,8,7,6,An atheist,-2,Male,1956,64,Married,Retired/pensioned
SGP,702071182,1,1,1,2,7,7,9,A religious person,6,Female,1973,47,Married,Homemaker not otherwise employed
SGP,702071183,1,3,1,1,1,4,1,A religious person,3,Male,1982,38,Married,Full time
SGP,702071184,1,2,2,3,10,8,7,A religious person,,Female,1985,35,Single,Self employed
SGP,702071185,1,1,2,2,7,8,8,A religious person,5,Female,1963,56,Married,Full time
SGP,702071186,1,2,2,1,5,5,6,Not a religious person,,Female,1981,39,Married,Self employed
SGP,702071187,1,2,1,2,8,6,6,A religious person,8,Female,1977,43,Single,Unemployed
SGP,702071188,2,2,2,2,9,8,9,Not a religious person,7,Male,1955,64,Single,Full time
SGP,702071189,1,1,2,1,5,5,5,A religious person,,Male,1991,29,Single,Self employed
SGP,702071190,3,2,3,3,4,5,3,A religious person,5,Female,1952,68,Widowed,Retired/pensioned
SGP,702071191,1,2,2,1,8,8,10,A religious person,3,Female,1973,46,Married,Full time
SGP,702071192,1,2,2,2,8,8,8,A religious person,8,Female,1967,52,Single,Self employed
SGP,702071193,1,2,2,2,7,7,6,Not a religious person,3,Female,1993,26,Married,Self employed
SGP,702071194,1,2,2,2,9,4,5,A religious person,8,Male,1963,56,Married,Self employed
SGP,702071195,3,1,1,1,5,4,8,A religious person,5,Female,1994,25,Single,Full time
SGP,702071196,1,1,2,1,5,5,5,A religious person,,Male,1995,25,Single,Full time
SGP,702071197,1,1,2,3,9,7,8,A religious person,3,Female,1984,35,Married,Full time
SGP,702071198,1,1,1,1,5,5,5,,,Female,1985,35,Married,Full time
SGP,702071199,2,2,1,2,9,8,7,An atheist,,Male,1992,27,Single,Self employed
SGP,702071200,1,2,2,2,5,5,1,A religious person,,Female,1973,46,Married,Part time
SGP,702071201,1,2,2,1,5,5,3,Not a religious person,2,Male,1980,39,Living together as married,Full time
SGP,702071202,1,1,1,1,5,5,5,Not a religious person,,Male,1990,30,Single,Full time
SGP,702071203,1,2,2,2,8,7,5,A religious person,5,Male,1984,35,Married,Full time
SGP,702071204,2,2,2,2,5,5,5,Not a religious person,5,Female,1951,68,Married,Homemaker not otherwise employed
SGP,702071205,1,1,2,1,8,8,8,A religious person,6,Female,1950,69,Married,Retired/pensioned
SGP,702071206,1,2,2,2,6,6,6,A religious person,2,Female,1984,35,Single,Full time
SGP,702071207,1,1,1,2,8,8,7,A religious person,9,Male,1991,29,Single,Full time
SGP,702071208,1,1,1,1,5,7,6,A religious person,8,Male,1962,58,Single,Full time
SGP,702071209,1,1,1,1,10,10,7,A religious person,5,Female,1975,45,Married,Homemaker not otherwise employed
SGP,702071210,1,2,2,1,8,6,4,Not a religious person,5,Male,1982,37,Single,Full time
SGP,702071211,1,1,1,1,6,10,10,A religious person,3,Female,1971,49,Married,Homemaker not otherwise employed
SGP,702071212,1,1,1,2,5,5,4,A religious person,4,Female,1971,49,Single,Unemployed
SGP,702071213,1,2,2,1,2,3,2,A religious person,2,Male,1979,40,Married,Full time
SGP,702071214,1,2,2,3,5,8,7,A religious person,6,Female,1953,66,Widowed,Homemaker not otherwise employed
SGP,702071215,1,2,2,1,9,9,8,A religious person,8,Female,1996,24,Single,Full time
SGP,702071216,1,2,3,2,5,8,8,A religious person,5,Female,1979,41,Married,Full time
SGP,702071217,1,2,2,2,7,7,8,A religious person,7,Male,1965,54,Married,Full time
SGP,702071218,1,2,2,1,10,9,9,A religious person,6,Male,1948,71,Living together as married,Retired/pensioned
SGP,702071219,1,2,2,2,6,5,6,A religious person,5,Female,1935,85,Widowed,Retired/pensioned
SGP,702071220,1,1,1,2,7,8,5,A religious person,5,Female,1978,41,Married,Homemaker not otherwise employed
SGP,702071221,1,2,2,1,8,5,5,A religious person,3,Female,1967,53,Divorced,Full time
SGP,702071222,1,2,2,1,7,1,2,A religious person,5,Female,1945,75,Married,Homemaker not otherwise employed
SGP,702071223,1,2,2,1,6,8,8,An atheist,5,Male,1985,34,Married,Full time
SGP,702071224,1,1,1,2,7,6,3,Not a religious person,5,Female,1970,50,Married,Full time
SGP,702071225,1,2,2,2,9,9,9,Not a religious person,7,Male,1982,37,Married,Full time
SGP,702071226,1,2,1,1,5,8,7,Not a religious person,6,Female,1970,50,Married,Full time
SGP,702071227,1,2,1,1,7,7,7,A religious person,5,Female,1984,36,Married,Full time
SGP,702071228,1,3,1,2,6,6,6,A religious person,6,Female,1966,54,Married,Part time
SGP,702071229,1,2,2,2,8,8,7,A religious person,4,Female,1980,40,Married,Homemaker not otherwise employed
SGP,702071230,1,1,1,1,6,9,10,A religious person,5,Male,1986,34,Married,Self employed
SGP,702071231,1,2,2,3,7,6,8,Not a religious person,5,Female,1993,27,Single,Full time
SGP,702071232,1,2,2,3,7,7,7,A religious person,6,Female,1961,59,Married,Homemaker not otherwise employed
SGP,702071233,1,1,2,4,7,8,9,A religious person,5,Female,1963,57,Married,Retired/pensioned
SGP,702071234,1,2,2,2,10,10,8,A religious person,2,Female,1997,23,Single,Student
SGP,702071235,1,2,2,3,8,8,8,A religious person,7,Female,1976,43,Married,Part time
SGP,702071236,1,2,2,1,10,7,9,A religious person,2,Male,1992,28,Single,Full time
SGP,702071237,1,1,2,2,8,9,9,An atheist,3,Female,1969,51,Married,Homemaker not otherwise employed
SGP,702071238,1,1,2,1,6,6,6,Not a religious person,7,Male,1979,41,Single,Full time
SGP,702071239,1,2,2,1,6,10,10,An atheist,7,Male,1980,40,Widowed,Full time
SGP,702071240,1,2,2,2,10,10,6,A religious person,4,Male,1963,57,Married,Self employed
SGP,702071241,1,2,1,1,2,6,3,A religious person,6,Male,1952,68,Married,Retired/pensioned
SGP,702071242,1,2,1,1,7,8,7,A religious person,1,Female,1971,49,Married,Full time
SGP,702071243,1,1,1,2,8,8,8,,6,Female,1955,65,Married,Retired/pensioned
SGP,702071244,1,1,1,1,6,5,5,An atheist,2,Male,1990,29,Single,Full time
SGP,702071245,1,2,2,1,6,8,8,A religious person,2,Male,1984,36,Married,Full time
SGP,702071246,1,1,1,3,10,8,7,An atheist,5,Female,1986,34,Single,Full time
SGP,702071247,1,2,2,2,7,10,8,A religious person,8,Female,1947,72,Married,Retired/pensioned
SGP,702071248,1,2,2,3,8,8,10,A religious person,3,Male,1938,81,Married,Retired/pensioned
SGP,702071249,1,1,2,1,8,10,7,A religious person,3,Female,1962,57,Married,Retired/pensioned
SGP,702071250,1,1,3,1,1,5,2,A religious person,5,Male,1952,68,Married,Full time
SGP,702071251,1,1,1,1,7,7,6,Not a religious person,1,Female,1981,39,Single,Full time
SGP,702071252,1,2,2,1,8,8,8,Not a religious person,4,Female,1988,32,Single,Unemployed
SGP,702071253,1,2,3,1,5,5,1,A religious person,1,Male,1967,53,Single,Unemployed
SGP,702071254,1,3,2,2,7,8,5,An atheist,4,Male,1972,47,Married,Full time
SGP,702071255,1,1,1,1,9,8,7,An atheist,7,Male,1988,32,Married,Self employed
SGP,702071256,1,1,1,1,7,7,8,Not a religious person,3,Male,1993,27,Single,Full time
SGP,702071257,1,2,2,2,10,9,8,Not a religious person,2,Male,1992,28,Married,Full time
SGP,702071258,1,2,2,2,6,5,5,A religious person,8,Female,1948,72,Married,Homemaker not otherwise employed
SGP,702071259,1,2,2,2,9,7,5,An atheist,1,Female,1993,27,Married,Homemaker not otherwise employed
SGP,702071260,1,2,3,2,10,7,7,Not a religious person,1,Female,1974,46,Married,Full time
SGP,702071261,1,1,1,1,10,10,10,A religious person,6,Female,1977,43,Married,Homemaker not otherwise employed
SGP,702071262,1,3,2,1,10,10,10,Not a religious person,1,Male,1975,45,Married,Full time
SGP,702071263,3,2,2,2,8,8,3,A religious person,8,Male,1952,68,Divorced,Full time
SGP,702071264,1,3,2,1,7,10,8,Not a religious person,1,Male,1972,47,Married,Full time
SGP,702071265,1,1,1,2,7,8,8,Not a religious person,3,Female,1995,24,Single,Full time
