country,ID,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,religiousity,political_scale,sex,birthyear,age,marital_status,employment
CAN,124076017,3,4,2,2,6,6,7,Not a religious person,5,Male,1996,24,Single,Full time
CAN,124076019,1,1,2,1,9,10,9,A religious person,9,Male,1980,40,Single,Full time
CAN,124076020,1,1,2,1,9,9,9,An atheist,8,Male,1997,23,Living together as married,Student
CAN,124076023,2,1,3,1,2,1,5,An atheist,5,Male,2001,19,Single,Full time
CAN,124076061,1,2,2,1,9,6,6,An atheist,4,Male,1977,43,Married,Unemployed
CAN,124076063,1,1,1,1,7,10,10,Not a religious person,10,Male,1970,50,Single,Part time
CAN,124076065,1,1,1,1,4,5,5,Not a religious person,6,Male,1982,38,Married,Full time
CAN,124076066,1,1,1,4,6,7,7,A religious person,5,Male,1950,70,Separated,Retired/pensioned
CAN,124076067,2,2,3,4,8,7,8,Not a religious person,5,Female,1956,64,Married,Retired/pensioned
CAN,124076141,1,1,1,2,8,8,8,Not a religious person,5,Male,1983,37,Married,Full time
NZL,554070001,1,,1,2,8,8,8,Not a religious person,8,Female,1975,44,Married,Full time
NZL,554070002,1,3,2,1,8,8,7,A religious person,5,Female,1966,53,Married,Full time
NZL,554070003,1,1,1,2,8,9,8,Not a religious person,7,Female,1961,58,Married,Full time
NZL,554070004,1,1,1,1,9,8,8,Not a religious person,8,Female,1945,74,Divorced,Full time
NZL,554070005,1,1,1,,4,4,,Not a religious person,,Female,1999,20,Single,Unemployed
NZL,554070006,1,1,2,2,7,8,4,An atheist,5,Female,1943,76,Widowed,Retired/pensioned
NZL,554070007,1,2,2,1,9,8,5,Not a religious person,4,Female,1987,32,Living together as married,Part time
NZL,554070008,1,1,1,1,8,8,8,A religious person,5,Male,1954,65,Married,Full time
NZL,554070009,1,1,1,1,8,8,8,Not a religious person,8,Female,1965,54,Married,Part time
NZL,554070010,2,3,3,4,7,7,7,Not a religious person,6,Male,1943,76,Married,Retired/pensioned
NZL,554070011,1,2,2,4,8,8,9,Not a religious person,4,Male,1942,77,Widowed,Retired/pensioned
NZL,554070012,1,1,1,2,10,8,8,Not a religious person,7,Female,1977,42,Married,Full time
NZL,554070013,1,2,1,1,9,9,8,Not a religious person,3,Female,1971,48,Married,Full time
NZL,554070014,1,2,2,1,9,9,8,An atheist,6,Male,1959,60,Separated,Full time
NZL,554070015,1,2,2,1,7,8,8,,4,Female,1963,56,Married,Part time
NZL,554070016,1,1,1,,4,5,8,Not a religious person,1,Female,1999,20,Single,Student
NZL,554070017,1,1,1,2,,,,Not a religious person,6,Female,1967,52,,Full time
NZL,554070018,1,2,2,1,5,9,9,A religious person,9,Female,1953,66,Married,Retired/pensioned
NZL,554070019,1,1,2,4,8,5,7,,3,Male,1941,78,Married,Retired/pensioned
NZL,554070020,1,2,1,4,5,7,3,A religious person,7,Male,1947,72,Divorced,Retired/pensioned
NZL,554070021,1,1,2,1,7,7,7,A religious person,7,Male,1958,61,Living together as married,Unemployed
NZL,554070022,2,2,,4,10,10,10,An atheist,4,Male,1942,77,Married,Retired/pensioned
NZL,554070023,1,1,1,4,10,10,9,Not a religious person,6,Male,1951,68,Married,Retired/pensioned
NZL,554070024,1,1,1,2,8,8,7,An atheist,7,Female,1957,62,Divorced,Part time
NZL,554070025,1,1,2,2,10,8,8,A religious person,6,Female,1995,24,Single,Full time
NZL,554070026,1,2,1,4,4,4,5,A religious person,8,Female,1943,76,Married,Retired/pensioned
NZL,554070027,1,3,1,1,8,7,7,Not a religious person,5,Female,1963,56,Married,Full time
NZL,554070028,1,1,1,2,10,10,10,A religious person,10,Female,1946,73,Married,Retired/pensioned
NZL,554070029,1,2,2,4,9,9,8,Not a religious person,3,Female,1955,64,Living together as married,Retired/pensioned
NZL,554070030,1,1,1,2,,9,8,Not a religious person,5,Female,1958,61,Married,Full time
NZL,554070031,1,1,1,2,9,9,6,A religious person,,Female,1995,24,Living together as married,Homemaker not otherwise employed
NZL,554070032,1,1,1,2,8,8,7,An atheist,7,Male,1974,45,Married,Part time
NZL,554070033,1,2,2,4,8,9,9,Not a religious person,,Female,1946,73,Married,Retired/pensioned
NZL,554070034,2,2,1,2,9,9,8,Not a religious person,7,Male,1939,80,Married,Retired/pensioned
NZL,554070035,2,2,2,3,9,5,6,An atheist,7,Male,1965,54,Separated,Part time
NZL,554070036,1,2,1,2,9,9,9,An atheist,6,Female,1987,32,Married,Part time
NZL,554070037,1,1,1,2,7,8,7,Not a religious person,,Female,1986,33,Living together as married,Homemaker not otherwise employed
NZL,554070038,1,1,2,2,10,10,10,A religious person,5,Male,1931,88,Widowed,Retired/pensioned
NZL,554070039,1,2,2,3,7,9,10,A religious person,4,Female,1999,20,Single,Part time
NZL,554070040,1,1,1,4,10,8,10,A religious person,,Female,1945,74,Married,
NZL,554070041,1,2,2,2,9,9,9,Don't know,7,Female,1976,43,Married,Part time
NZL,554070042,1,2,2,2,8,9,9,An atheist,3,Male,1978,41,Married,Full time
NZL,554070043,1,1,1,2,9,9,6,Not a religious person,10,Female,1979,40,Married,Part time
NZL,554070044,1,1,2,2,9,9,9,Not a religious person,8,Male,1944,75,Married,Part time
NZL,554070045,1,1,3,,8,8,8,Not a religious person,4,Female,1938,81,Married,Retired/pensioned
NZL,554070046,1,2,2,2,8,9,9,Not a religious person,8,Male,1968,51,Married,Full time
NZL,554070047,1,2,2,4,8,8,9,Not a religious person,6,Male,1946,73,Married,Retired/pensioned
NZL,554070048,1,1,1,1,4,4,6,An atheist,2,Male,1959,60,Married,Full time
NZL,554070049,2,2,1,1,10,2,2,A religious person,9,Male,1948,71,Single,Full time
NZL,554070050,1,2,2,2,8,8,8,A religious person,,Male,1954,65,Married,Part time
NZL,554070051,1,1,1,3,5,7,5,A religious person,5,Male,1949,70,Living together as married,Retired/pensioned
NZL,554070052,1,1,1,2,9,9,8,A religious person,8,Male,1941,78,Widowed,Retired/pensioned
NZL,554070053,1,,1,4,6,10,9,An atheist,3,Male,1941,78,Married,Retired/pensioned
NZL,554070054,1,3,1,2,6,8,9,A religious person,5,Female,1964,55,Married,Full time
NZL,554070055,1,1,1,1,8,9,5,A religious person,5,Female,1966,53,Married,Full time
NZL,554070056,2,2,2,2,8,8,7,An atheist,7,Male,1989,30,Single,Full time
NZL,554070057,1,2,2,4,9,9,10,Not a religious person,7,Female,1942,77,Married,Retired/pensioned
NZL,554070058,1,2,2,,7,8,5,A religious person,3,Male,1938,81,Married,Retired/pensioned
NZL,554070059,1,1,1,4,7,8,8,,8,Male,1940,79,Divorced,Retired/pensioned
NZL,554070060,1,2,2,2,7,9,10,A religious person,4,Female,1960,59,Married,Full time
NZL,554070061,1,1,2,2,,7,9,A religious person,9,Female,1945,74,Married,Retired/pensioned
NZL,554070062,1,1,1,,7,8,5,Not a religious person,8,Female,1936,83,Widowed,Retired/pensioned
NZL,554070063,1,2,1,1,10,6,1,Not a religious person,8,Male,1978,41,Living together as married,Full time
NZL,554070064,1,1,1,2,10,9,9,Not a religious person,5,Female,1959,60,Married,Part time
NZL,554070065,,,,,8,8,9,Don't know,7,Male,1950,69,Married,Retired/pensioned
NZL,554070066,1,1,2,4,3,5,5,Not a religious person,,Male,1946,73,Widowed,Retired/pensioned
NZL,554070067,4,3,2,4,5,9,8,An atheist,2,Male,1946,73,Married,Retired/pensioned
NZL,554070068,1,1,1,2,6,8,8,A religious person,7,Male,1945,74,Married,Retired/pensioned
NZL,554070069,1,1,1,1,7,6,5,An atheist,4,Male,1989,30,Living together as married,Full time
NZL,554070070,1,1,2,2,7,8,8,A religious person,7,Male,1936,83,Married,Retired/pensioned
NZL,554070071,1,2,2,4,8,7,7,A religious person,,Male,1943,76,Married,Retired/pensioned
NZL,554070072,1,1,1,1,8,4,4,A religious person,4,Female,1950,69,Married,Retired/pensioned
NZL,554070073,3,2,2,3,7,7,5,A religious person,3,Female,1951,68,Married,Retired/pensioned
NZL,554070074,1,2,1,2,9,9,6,Not a religious person,10,Female,1961,58,Married,Part time
NZL,554070075,,,,,9,9,9,An atheist,5,Male,1947,72,Separated,Retired/pensioned
NZL,554070076,1,1,1,4,6,9,9,Not a religious person,3,Male,1939,80,Married,Retired/pensioned
NZL,554070077,1,1,2,1,8,8,8,Not a religious person,7,Female,1949,70,Married,Full time
NZL,554070078,1,3,3,4,5,3,2,A religious person,2,Male,1944,75,Married,Retired/pensioned
NZL,554070079,1,2,2,2,8,7,9,Not a religious person,6,Female,1972,47,Married,Part time
NZL,554070080,1,1,1,4,9,9,8,Not a religious person,4,Female,1946,73,Married,Retired/pensioned
NZL,554070081,2,1,2,4,8,7,8,A religious person,6,Female,1936,83,Single,Retired/pensioned
NZL,554070082,2,2,1,2,10,9,9,Don't know,10,Male,1972,47,Living together as married,Full time
NZL,554070083,,,,,4,1,3,Not a religious person,10,Male,1945,74,Separated,Retired/pensioned
NZL,554070084,1,2,2,2,10,9,8,Don't know,7,Female,1957,62,Married,Full time
NZL,554070085,1,1,3,1,10,8,8,A religious person,,Female,1963,56,Married,Homemaker not otherwise employed
NZL,554070086,1,2,2,3,8,8,7,Not a religious person,6,Female,1953,66,Married,Retired/pensioned
NZL,554070087,,,,,7,8,8,An atheist,8,Male,1998,21,Living together as married,Full time
NZL,554070088,1,1,1,2,5,7,8,An atheist,,Female,1962,57,Married,Part time
NZL,554070089,1,2,2,3,8,6,9,Not a religious person,5,Female,1977,42,Married,Homemaker not otherwise employed
NZL,554070090,1,1,1,4,9,8,9,Not a religious person,9,Female,1948,71,Living together as married,Retired/pensioned
NZL,554070091,1,2,2,1,8,9,7,Not a religious person,1,Male,1950,69,Married,Retired/pensioned
NZL,554070092,1,1,1,2,10,9,8,Not a religious person,,,,,Married,Part time
NZL,554070093,1,1,1,1,10,10,10,Not a religious person,5,Female,1945,74,Married,Retired/pensioned
NZL,554070094,1,1,1,2,8,5,9,An atheist,3,Male,1993,26,Single,Unemployed
NZL,554070095,1,1,3,4,7,7,7,Not a religious person,7,Female,1942,77,Widowed,Retired/pensioned
NZL,554070096,1,2,2,3,8,8,8,Not a religious person,2,Female,1942,77,Married,Retired/pensioned
NZL,554070097,1,2,1,1,4,4,4,Not a religious person,7,Male,1959,60,Widowed,Full time
NZL,554070098,1,2,3,1,8,7,6,A religious person,6,Female,1947,72,Married,Part time
NZL,554070099,1,3,1,1,,,,A religious person,,Female,1934,85,,Full time
NZL,554070100,2,2,1,4,5,7,5,Not a religious person,6,Male,1943,76,Married,Retired/pensioned
NZL,554070101,1,1,1,3,7,8,8,A religious person,,Female,1984,35,Married,Part time
NZL,554070102,2,2,2,2,,3,8,An atheist,,Male,1999,20,Single,Unemployed
NZL,554070103,1,1,1,2,9,9,7,A religious person,6,,,,Married,Retired/pensioned
NZL,554070104,1,2,1,1,9,8,7,Not a religious person,6,Male,1974,45,Married,Full time
NZL,554070105,1,2,2,2,8,8,5,Not a religious person,5,Male,1968,51,Married,Full time
NZL,554070106,1,2,1,2,9,7,6,A religious person,6,Male,1998,21,Single,Student
NZL,554070107,1,2,2,2,10,8,8,An atheist,,Female,1990,29,Married,Full time
NZL,554070108,1,2,1,2,7,3,2,Not a religious person,4,Female,1975,44,Married,Part time
NZL,554070109,1,1,2,1,10,9,9,A religious person,,Female,1948,71,Married,Retired/pensioned
NZL,554070110,,,,,10,10,8,Not a religious person,,Female,1942,77,Divorced,Retired/pensioned
NZL,554070111,2,2,4,2,2,2,3,Not a religious person,,Female,1951,68,Married,Full time
NZL,554070112,,,,,10,4,2,Not a religious person,,Female,1940,79,Widowed,Full time
NZL,554070113,1,2,1,1,9,5,10,Not a religious person,,Female,1966,53,Separated,Full time
NZL,554070114,1,1,1,1,10,9,9,An atheist,5,Female,1950,69,Divorced,Full time
NZL,554070115,1,1,1,,9,9,9,,4,Female,1941,78,Widowed,Retired/pensioned
NZL,554070116,1,2,1,3,2,4,8,Don't know,4,Female,1951,68,Widowed,Retired/pensioned
NZL,554070117,,,,,8,8,5,Not a religious person,,Male,1959,60,Married,Full time
NZL,554070118,1,2,1,2,7,9,7,Not a religious person,6,Male,,,Married,Full time
NZL,554070119,1,1,1,2,9,8,8,Don't know,9,Female,1954,65,Married,Full time
NZL,554070120,1,1,1,1,8,9,8,Not a religious person,5,Male,1941,78,Married,Retired/pensioned
NZL,554070121,1,2,3,2,10,10,9,A religious person,9,Male,1953,66,Married,Retired/pensioned
NZL,554070122,1,1,2,1,8,8,8,A religious person,1,Male,1934,85,Married,Retired/pensioned
NZL,554070123,,,,,9,8,8,A religious person,10,Male,1948,71,Married,Full time
NZL,554070124,1,1,1,2,9,9,10,A religious person,10,,,,Married,Part time
NZL,554070125,1,2,2,3,8,8,7,Not a religious person,6,Male,1952,67,Married,Retired/pensioned
NZL,554070126,1,1,2,1,7,6,3,Don't know,,Female,1956,63,Separated,Full time
NZL,554070127,1,1,1,4,7,5,10,A religious person,3,Male,1943,76,Married,Retired/pensioned
NZL,554070128,1,2,2,2,10,10,10,An atheist,2,Female,1976,43,Married,Part time
NZL,554070129,1,2,1,2,8,7,5,Not a religious person,5,Female,1956,63,Married,Part time
NZL,554070130,1,2,2,3,5,7,5,A religious person,3,Male,1945,74,Married,Full time
NZL,554070131,1,1,1,2,8,8,7,An atheist,7,Male,1977,42,Separated,Full time
NZL,554070132,1,1,1,1,6,4,4,Not a religious person,5,Female,1935,84,Widowed,Retired/pensioned
NZL,554070133,1,2,2,1,7,5,5,An atheist,6,Male,1967,52,Married,Full time
NZL,554070134,1,1,1,2,10,8,10,An atheist,6,Male,1948,71,Married,Retired/pensioned
NZL,554070135,1,1,1,4,8,9,8,A religious person,9,Female,1940,79,Married,Unemployed
NZL,554070136,1,1,2,4,7,7,7,Not a religious person,4,Female,1948,71,Married,Retired/pensioned
NZL,554070137,1,1,1,2,8,6,3,An atheist,3,Female,1963,56,Living together as married,Full time
NZL,554070138,1,1,1,3,3,3,4,Not a religious person,,Female,1968,51,Living together as married,Unemployed
NZL,554070139,1,1,1,4,9,9,9,Not a religious person,5,Female,1956,63,Married,Retired/pensioned
NZL,554070140,1,2,1,2,9,9,8,Not a religious person,2,Female,1974,45,Married,Full time
NZL,554070141,1,1,2,2,6,6,5,Not a religious person,4,Male,1958,61,Divorced,Full time
NZL,554070142,1,2,2,1,9,9,9,Not a religious person,9,Male,1940,79,Married,Retired/pensioned
NZL,554070143,,,,,10,8,8,An atheist,3,Female,1953,66,Living together as married,
NZL,554070144,1,1,2,1,6,7,6,A religious person,,Female,1963,56,Married,Unemployed
NZL,554070145,1,2,2,2,,9,9,A religious person,6,Female,1971,48,Married,Part time
NZL,554070146,1,1,1,3,9,9,9,Not a religious person,3,Male,1950,69,Married,Part time
NZL,554070147,1,2,,4,3,7,7,,9,Male,1934,85,Living together as married,Retired/pensioned
NZL,554070148,1,2,2,2,8,7,5,Don't know,5,Female,1988,31,Living together as married,Full time
NZL,554070149,1,2,2,2,3,3,1,Not a religious person,1,Male,1973,46,Single,Other
NZL,554070150,1,1,2,3,10,9,9,A religious person,4,Male,1948,71,Married,Retired/pensioned
NZL,554070151,1,1,2,1,7,10,9,Not a religious person,1,Female,1979,40,Married,Full time
NZL,554070152,1,2,2,3,8,8,4,Not a religious person,,Male,1948,71,Married,Retired/pensioned
NZL,554070153,1,2,2,,9,10,10,A religious person,7,Female,1940,79,Married,Retired/pensioned
NZL,554070154,1,1,1,1,7,3,2,Not a religious person,,Female,1945,74,Separated,Part time
NZL,554070155,1,1,1,1,8,8,8,Not a religious person,,Male,1953,66,Married,Full time
NZL,554070156,1,1,2,2,9,7,5,A religious person,5,Female,1938,81,Widowed,Retired/pensioned
NZL,554070157,1,1,1,1,10,10,10,A religious person,10,Female,1932,87,Married,Retired/pensioned
NZL,554070158,1,1,1,4,8,7,3,Not a religious person,,Female,1954,65,Married,
NZL,554070159,1,1,1,2,10,10,10,Not a religious person,,Female,1969,50,Single,Full time
NZL,554070160,1,3,3,1,5,4,4,Not a religious person,6,Male,1959,60,Married,Full time
NZL,554070161,1,2,3,1,8,6,4,A religious person,,Female,1957,62,Married,Part time
NZL,554070162,1,1,1,1,10,8,8,A religious person,6,Female,1967,52,Married,Full time
NZL,554070163,1,1,2,2,9,8,5,Not a religious person,7,Male,1942,77,Married,Retired/pensioned
NZL,554070164,1,1,1,2,9,9,9,A religious person,7,Male,1973,46,Single,Full time
NZL,554070165,1,1,2,3,,,,An atheist,3,Male,1951,68,,Retired/pensioned
NZL,554070166,1,1,1,2,8,9,8,Not a religious person,2,Female,1965,54,Living together as married,Full time
NZL,554070167,1,2,1,2,7,8,6,A religious person,,Female,1993,26,Married,Full time
NZL,554070168,1,3,2,2,7,8,9,Not a religious person,2,Female,1958,61,Married,Part time
NZL,554070169,1,1,1,2,7,8,8,A religious person,2,Female,1999,20,Single,Part time
NZL,554070170,1,1,2,2,7,6,7,A religious person,9,Male,1994,25,Single,Full time
NZL,554070171,2,2,1,2,6,7,5,Don't know,,Female,1967,52,Married,Full time
NZL,554070172,1,1,2,3,10,9,9,Not a religious person,9,Male,1954,65,Married,Retired/pensioned
NZL,554070173,2,2,1,2,10,8,10,An atheist,,Male,1998,21,Single,Student
NZL,554070174,1,1,1,,8,9,5,A religious person,10,Female,1943,76,Married,Retired/pensioned
NZL,554070175,1,1,1,2,10,9,10,Not a religious person,,Female,1957,62,Living together as married,Full time
NZL,554070176,1,1,2,3,7,6,6,A religious person,6,Female,1959,60,Married,Part time
NZL,554070177,1,2,2,1,9,10,9,Not a religious person,,Male,1937,82,Married,Retired/pensioned
NZL,554070178,1,1,2,1,7,9,9,Not a religious person,3,Female,1960,59,Married,Part time
NZL,554070179,1,1,2,1,9,9,9,A religious person,7,Female,1966,53,Married,Full time
NZL,554070180,1,2,1,,9,9,10,A religious person,6,Female,1928,91,Widowed,Retired/pensioned
NZL,554070181,1,1,1,2,8,8,6,Not a religious person,3,Female,1962,57,Single,Full time
NZL,554070182,1,1,1,2,9,9,9,An atheist,7,Male,1954,65,Married,Retired/pensioned
NZL,554070183,1,2,1,4,7,6,6,Don't know,7,Male,1955,64,Married,Full time
NZL,554070184,1,1,1,,9,3,3,A religious person,5,,,,Single,Unemployed
NZL,554070185,1,2,2,2,8,9,10,A religious person,,Female,1978,41,Married,Part time
NZL,554070186,1,1,2,1,9,9,8,A religious person,4,Female,1946,73,Living together as married,Retired/pensioned
NZL,554070187,1,1,1,2,5,6,2,An atheist,,Female,1988,31,Married,Homemaker not otherwise employed
NZL,554070188,1,1,2,2,6,6,6,A religious person,7,Female,1955,64,Married,Retired/pensioned
NZL,554070189,1,1,4,4,8,6,8,Not a religious person,1,Female,1934,85,Widowed,Retired/pensioned
NZL,554070190,1,1,2,1,9,8,8,A religious person,,Female,1940,79,Divorced,Retired/pensioned
NZL,554070191,1,1,1,1,9,10,10,A religious person,9,Male,1959,60,Married,Full time
NZL,554070192,1,2,2,2,8,9,8,A religious person,10,Female,1953,66,Married,Retired/pensioned
NZL,554070193,1,2,1,2,7,7,5,A religious person,4,Female,1977,42,Single,Part time
NZL,554070195,1,1,1,4,5,7,7,A religious person,7,Male,1956,63,Married,Full time
NZL,554070196,1,1,2,2,2,4,7,Not a religious person,4,Female,1959,60,Married,Part time
NZL,554070197,1,1,2,1,6,6,5,A religious person,8,Female,1951,68,Divorced,Full time
NZL,554070198,,,,,,,,A religious person,7,Male,1936,83,,Retired/pensioned
NZL,554070199,3,2,1,4,9,8,7,An atheist,4,Male,1967,52,Single,Part time
NZL,554070200,1,2,2,1,8,8,7,Not a religious person,4,Female,1962,57,Married,Full time
NZL,554070201,1,2,3,3,10,10,4,A religious person,9,Male,1942,77,Married,Retired/pensioned
NZL,554070202,2,2,2,1,7,7,7,Not a religious person,8,Male,1982,37,Single,Full time
NZL,554070203,2,2,3,1,8,8,8,Not a religious person,8,,,,Married,Unemployed
NZL,554070204,1,2,1,4,7,9,8,A religious person,9,Female,1944,75,Married,Retired/pensioned
NZL,554070205,1,1,2,3,10,8,10,An atheist,,Female,1953,66,Separated,Retired/pensioned
NZL,554070206,1,2,2,2,9,8,9,Not a religious person,4,Male,1958,61,Married,Full time
NZL,554070207,1,1,1,3,9,10,10,Not a religious person,6,Female,1954,65,Married,Retired/pensioned
NZL,554070208,1,2,3,1,9,10,10,Not a religious person,7,Male,1941,78,Married,Part time
NZL,554070209,1,2,1,4,8,8,6,A religious person,6,Female,1945,74,Married,Retired/pensioned
NZL,554070210,1,1,2,2,9,10,10,Not a religious person,6,Female,1953,66,Married,Retired/pensioned
NZL,554070211,1,2,2,1,6,10,10,Not a religious person,,Male,1944,75,,Retired/pensioned
NZL,554070212,2,3,2,2,7,8,8,Not a religious person,4,Male,1961,58,Married,Full time
NZL,554070213,1,1,1,2,8,7,10,An atheist,5,Female,1974,45,Married,Full time
NZL,554070214,1,2,2,1,6,8,7,Not a religious person,7,Female,1951,68,Married,Full time
NZL,554070215,1,2,1,1,4,5,5,A religious person,3,,,,Married,Full time
NZL,554070216,1,1,2,2,7,9,10,A religious person,8,Female,1930,89,Widowed,Retired/pensioned
NZL,554070217,1,2,1,4,10,9,9,A religious person,6,Male,1946,73,Married,Retired/pensioned
NZL,554070218,1,1,1,1,6,8,9,Not a religious person,8,Male,1974,45,Married,Full time
NZL,554070219,1,1,1,1,5,1,2,Not a religious person,6,Female,1964,55,Divorced,Unemployed
NZL,554070220,2,1,2,3,10,9,10,Not a religious person,8,Male,,,Married,Retired/pensioned
NZL,554070221,1,1,1,3,,,,Don't know,5,Female,1947,72,,Retired/pensioned
NZL,554070222,1,2,1,2,7,8,8,A religious person,7,Male,1962,57,Married,Full time
NZL,554070223,1,1,1,,6,8,8,A religious person,1,Female,1941,78,Married,Retired/pensioned
NZL,554070224,1,2,2,2,10,8,8,A religious person,,Male,1950,69,Separated,
NZL,554070225,1,2,2,1,8,8,9,Not a religious person,2,Male,1932,87,Divorced,Retired/pensioned
NZL,554070226,1,1,1,4,9,9,10,A religious person,7,Male,1948,71,Married,
NZL,554070227,1,1,3,2,10,6,6,,5,Female,1949,70,Widowed,Retired/pensioned
NZL,554070228,1,1,2,1,8,8,8,Not a religious person,5,Male,1968,51,Living together as married,Full time
NZL,554070229,1,2,1,1,10,8,8,Not a religious person,,Female,1951,68,Married,Retired/pensioned
NZL,554070230,1,1,2,1,,10,9,A religious person,,Female,1954,65,Widowed,Unemployed
NZL,554070231,1,1,1,1,8,8,5,Not a religious person,5,Female,1959,60,Widowed,Full time
NZL,554070232,1,2,2,2,6,8,7,A religious person,7,Male,1963,56,Married,Full time
NZL,554070233,1,2,3,2,10,8,7,A religious person,8,Male,1995,24,Married,Full time
NZL,554070234,2,1,2,3,8,8,8,A religious person,6,Female,1946,73,Married,Retired/pensioned
NZL,554070235,1,2,1,2,9,9,8,A religious person,6,Male,1949,70,Married,Full time
NZL,554070236,1,1,1,1,9,8,8,An atheist,8,Male,1975,44,Married,Full time
NZL,554070237,2,2,,2,9,8,8,A religious person,8,Female,1980,39,Married,Full time
NZL,554070238,1,2,2,4,7,7,7,Not a religious person,8,Female,1957,62,Married,Retired/pensioned
NZL,554070239,1,1,1,2,7,8,6,Not a religious person,3,Female,1952,67,Single,Retired/pensioned
NZL,554070240,2,2,2,2,9,8,5,A religious person,9,Male,1968,51,Living together as married,Full time
NZL,554070241,1,1,1,2,9,6,4,An atheist,3,Male,1979,40,Married,Part time
NZL,554070242,1,1,1,2,7,7,4,Not a religious person,7,Male,1967,52,Single,Part time
NZL,554070243,1,1,1,2,10,10,9,Not a religious person,,Female,1949,70,Married,Retired/pensioned
NZL,554070244,1,1,1,1,7,8,8,Not a religious person,,Female,1967,52,Divorced,Full time
NZL,554070245,1,1,1,,,,,A religious person,10,Male,1930,89,,
NZL,554070246,1,1,1,1,8,10,10,Not a religious person,,Female,1948,71,Married,Retired/pensioned
NZL,554070247,1,2,1,1,8,8,8,Don't know,10,Male,1960,59,Married,Part time
NZL,554070248,1,2,2,,7,8,7,Not a religious person,7,Female,1983,36,Married,Homemaker not otherwise employed
NZL,554070249,1,1,2,2,7,6,7,An atheist,6,Male,1998,21,Single,Part time
NZL,554070250,1,2,2,1,5,5,10,Not a religious person,5,Male,1944,75,Married,Retired/pensioned
NZL,554070251,1,2,3,,8,5,5,A religious person,3,Male,1940,79,Divorced,Retired/pensioned
NZL,554070252,1,1,2,1,8,9,10,Not a religious person,6,,,,Married,Retired/pensioned
NZL,554070253,1,2,2,1,9,9,9,A religious person,,Male,1962,57,Living together as married,Full time
NZL,554070254,1,1,1,1,,,,An atheist,3,Female,1978,41,,Homemaker not otherwise employed
NZL,554070255,1,1,2,3,3,5,3,An atheist,3,Male,1991,28,Single,Part time
NZL,554070256,3,3,2,2,5,5,3,An atheist,3,Female,1974,45,Married,Part time
NZL,554070257,1,2,2,2,7,8,7,Don't know,7,Female,1982,37,Married,Full time
NZL,554070258,1,2,2,3,9,9,9,Not a religious person,3,Female,1960,59,Divorced,Part time
NZL,554070259,1,,2,1,5,4,2,A religious person,5,Male,1946,73,Divorced,Retired/pensioned
NZL,554070260,1,1,1,1,9,8,7,A religious person,5,Female,1989,30,Married,Homemaker not otherwise employed
NZL,554070261,1,2,1,,8,9,7,An atheist,3,Male,1944,75,Married,Retired/pensioned
NZL,554070262,1,2,2,1,9,9,10,A religious person,6,Male,1942,77,Married,Retired/pensioned
NZL,554070263,1,1,1,4,,10,7,An atheist,3,Male,1938,81,Married,Retired/pensioned
NZL,554070264,1,2,2,2,8,8,7,A religious person,6,Male,1981,38,Married,Full time
NZL,554070265,1,2,2,1,7,8,9,Not a religious person,6,Male,1988,31,Married,Full time
NZL,554070266,1,2,3,2,5,9,9,A religious person,5,Male,1953,66,Married,Full time
NZL,554070267,1,1,1,1,9,9,9,Not a religious person,,Female,1964,55,Single,Unemployed
NZL,554070268,1,1,1,1,7,6,3,Not a religious person,,Female,1993,26,Living together as married,Full time
NZL,554070269,2,2,2,2,5,8,8,An atheist,7,Male,1956,63,Living together as married,Full time
NZL,554070270,2,2,2,1,8,7,6,Don't know,1,Male,1953,66,Living together as married,Full time
NZL,554070271,1,1,2,2,7,8,7,Not a religious person,3,Female,1952,67,Married,Part time
NZL,554070272,1,1,,,8,9,10,Not a religious person,,Female,1935,84,Widowed,Retired/pensioned
NZL,554070273,1,2,3,2,8,8,8,Not a religious person,7,Female,1953,66,Married,Retired/pensioned
NZL,554070274,1,2,2,2,6,7,7,Not a religious person,6,Female,1977,42,Married,Part time
NZL,554070275,1,1,1,4,10,9,7,Not a religious person,,Female,1948,71,Widowed,Retired/pensioned
NZL,554070276,1,1,2,2,8,8,9,Not a religious person,2,Female,1971,48,Living together as married,Full time
NZL,554070277,1,2,2,4,10,9,10,Not a religious person,5,Female,1952,67,Married,Retired/pensioned
NZL,554070278,1,2,1,1,6,6,5,An atheist,4,Female,1965,54,Divorced,Full time
NZL,554070279,1,2,2,2,8,3,3,A religious person,4,Female,1959,60,Married,Full time
NZL,554070280,1,1,2,3,4,3,3,A religious person,1,Male,1999,20,Single,Unemployed
NZL,554070281,1,3,2,4,7,7,8,Not a religious person,8,Male,1935,84,Married,Retired/pensioned
NZL,554070282,1,1,2,2,10,5,1,An atheist,3,Male,1987,32,Separated,Full time
NZL,554070283,2,2,2,1,,,,Not a religious person,5,Female,,,,Full time
NZL,554070284,1,1,2,2,9,8,8,Not a religious person,,Male,1964,55,Married,Full time
NZL,554070285,2,1,1,2,4,6,5,An atheist,2,Female,1973,46,Married,Full time
NZL,554070286,1,1,2,2,7,9,7,A religious person,8,Female,1972,47,Married,Part time
NZL,554070287,1,1,2,2,,,,,7,Female,1959,60,,Self employed
NZL,554070288,1,2,2,3,10,9,9,Not a religious person,7,Female,1959,60,Married,Part time
