ID,country,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,political_scale,birthyear,age,religiousity,sex,marital_status,employment
360070954,IDN,1,1,1,1,6,10,10,5,1985,32,A religious person,Female,Married,Self employed
360070955,IDN,1,1,1,1,9,2,10,7,1995,22,A religious person,Male,Single,Full time
360070956,IDN,1,1,1,2,4,7,7,1,1983,35,A religious person,Female,Married,Full time
360070957,IDN,1,2,4,1,10,5,5,5,1979,38,A religious person,Male,Married,Self employed
360070958,IDN,1,1,1,1,7,10,9,7,1992,25,A religious person,Female,Married,Homemaker
360070959,IDN,1,1,2,1,10,9,7,10,1960,58,A religious person,Male,Married,Full time
360070960,IDN,1,2,2,1,6,10,7,5,1982,35,Not a religious person,Female,Married,Part time
360070961,IDN,1,1,2,1,10,8,6,8,1966,52,A religious person,Female,Married,Full time
360070962,IDN,1,1,1,2,10,10,8,7,1988,30,A religious person,Female,Married,Self employed
360070963,IDN,1,2,3,1,10,10,3,9,1956,62,A religious person,Male,Married,Self employed
360070964,IDN,1,1,1,1,3,7,7,1,1984,34,A religious person,Male,Married,Full time
360070965,IDN,1,1,3,1,10,8,8,,1948,70,A religious person,Female,Widowed,Full time
360070966,IDN,1,3,3,1,7,5,6,8,1981,37,A religious person,Female,Married,Homemaker
360070967,IDN,1,2,2,1,10,10,8,9,1967,51,A religious person,Male,Married,Self employed
360070968,IDN,1,1,1,1,8,7,6,-1,1979,39,A religious person,Female,Married,Homemaker
360070969,IDN,1,2,2,1,8,9,8,5,1985,33,A religious person,Female,Married,Homemaker
360070970,IDN,1,2,3,1,10,9,3,-1,1966,52,A religious person,Male,Married,Self employed
360070971,IDN,1,3,3,1,10,8,7,7,1980,38,Not a religious person,Male,Married,Full time
360070972,IDN,1,1,1,1,7,8,8,-1,1962,56,A religious person,Male,Married,Unemployed
360070973,IDN,1,2,3,1,10,10,5,6,1977,41,A religious person,Male,Married,Self employed
360070974,IDN,1,2,1,1,6,6,6,10,1972,46,A religious person,Female,Married,Full time
360070975,IDN,1,2,1,1,7,9,7,5,1984,34,A religious person,Male,Married,Self employed
360070976,IDN,1,2,2,2,6,5,5,5,1980,38,A religious person,Female,Married,Homemaker
360070977,IDN,1,1,1,1,7,8,5,7,1973,45,A religious person,Female,Divorced,Self employed
360070978,IDN,1,1,1,1,5,7,10,-1,1970,48,A religious person,Male,Married,Full time
360070979,IDN,1,1,2,1,6,7,5,-1,1975,43,A religious person,Female,Married,Full time
360070980,IDN,1,3,2,1,5,7,4,2,1993,24,A religious person,Female,Married,Part time
360070981,IDN,1,3,1,1,10,5,5,5,1993,25,Not a religious person,Male,Married,Full time
360070982,IDN,1,2,3,1,10,9,10,3,1992,25,A religious person,Male,Single,Full time
360070983,IDN,1,1,1,1,4,5,3,5,1986,31,A religious person,Male,Married,Full time
360070984,IDN,1,2,2,1,6,8,7,5,1985,33,A religious person,Female,Married,Homemaker
360070985,IDN,1,1,1,1,8,1,7,6,1989,28,A religious person,Male,Married,Self employed
360070986,IDN,1,1,1,1,1,5,5,10,1948,70,A religious person,Female,Married,Homemaker
360070987,IDN,1,3,1,1,10,8,10,5,1987,30,A religious person,Female,Married,Full time
360070988,IDN,1,1,1,1,3,5,5,-1,1996,21,A religious person,Female,Single,Unemployed
360070989,IDN,1,1,1,1,9,8,10,8,1983,34,A religious person,Male,Married,Full time
360070990,IDN,1,1,1,1,5,5,5,-1,1955,63,A religious person,Male,Married,Self employed
360070991,IDN,1,1,2,1,4,6,6,7,1975,43,A religious person,Male,Married,Full time
360070992,IDN,1,1,3,1,8,7,8,7,1993,25,A religious person,Female,Married,Homemaker
360070993,IDN,1,3,1,1,1,3,1,9,1986,32,A religious person,Female,Married,Homemaker
360070994,IDN,1,1,1,1,2,1,1,10,1985,33,A religious person,Female,Married,Homemaker
360070995,IDN,1,1,1,1,5,5,1,5,1983,34,A religious person,Female,Married,Homemaker
360070996,IDN,1,1,1,1,8,8,9,-1,1968,50,A religious person,Female,Married,Full time
360070997,IDN,1,3,2,2,7,7,5,6,1984,34,A religious person,Female,Married,Homemaker
360070998,IDN,1,2,1,1,5,10,1,3,1973,45,A religious person,Female,Married,Homemaker
360070999,IDN,1,3,1,1,10,10,10,6,1995,23,Not a religious person,Male,Married,Part time
360071000,IDN,1,3,3,1,3,2,2,-1,1970,48,Not a religious person,Female,Married,Part time
360071001,IDN,1,2,1,1,10,10,3,10,1985,33,A religious person,Male,Married,Self employed
360071002,IDN,1,2,1,1,10,7,5,7,1967,50,A religious person,Male,Married,Full time
360071003,IDN,1,1,2,1,6,4,5,1,1988,29,A religious person,Female,Married,Homemaker
360071004,IDN,1,1,1,1,10,7,1,3,1962,56,A religious person,Female,Widowed,Full time
360071005,IDN,1,2,1,1,8,10,8,10,1977,41,A religious person,Male,Married,Self employed
360071006,IDN,1,3,4,1,7,4,3,5,1984,33,A religious person,Male,Married,Full time
360071007,IDN,1,2,2,1,6,8,9,5,1990,28,A religious person,Female,Married,Self employed
360071008,IDN,1,3,1,1,3,5,3,5,1982,36,A religious person,Male,Married,Part time
360071009,IDN,1,2,2,1,7,8,8,-1,1985,33,A religious person,Female,Married,Self employed
360071010,IDN,1,2,1,1,5,8,3,8,1967,50,A religious person,Female,Married,Homemaker
360071011,IDN,1,1,1,1,9,7,8,8,1988,30,A religious person,Male,Single,Full time
360071012,IDN,1,1,1,1,5,10,8,10,1999,18,A religious person,Female,Single,Student
360071013,IDN,1,3,1,1,6,8,10,10,1958,60,A religious person,Female,Married,Homemaker
360071014,IDN,1,3,2,1,8,8,10,9,1968,50,A religious person,Female,Married,Self employed
360071015,IDN,1,1,1,1,8,9,9,7,1990,27,A religious person,Female,Married,Self employed
360071016,IDN,1,1,1,1,10,1,1,-1,1990,28,Not a religious person,Female,Married,Homemaker
360071017,IDN,1,1,3,1,10,7,5,6,1980,38,A religious person,Male,Married,Full time
360071018,IDN,1,1,2,1,10,10,5,10,1975,43,A religious person,Female,Married,Homemaker
360071019,IDN,1,1,2,1,10,1,1,10,1985,32,A religious person,Male,Married,Self employed
360071020,IDN,1,2,3,1,8,8,8,8,2000,18,Not a religious person,Male,Single,Student
360071021,IDN,1,1,1,1,9,10,9,6,1979,38,A religious person,Male,Married,Full time
360071022,IDN,1,2,3,1,7,8,8,3,1997,21,A religious person,Female,Married,Homemaker
360071023,IDN,1,3,1,1,10,5,5,5,1977,41,A religious person,Female,Married,Self employed
360071024,IDN,1,2,1,1,7,8,7,5,1987,30,A religious person,Female,Married,Full time
360071025,IDN,1,3,2,1,5,10,6,5,1990,28,Not a religious person,Female,Married,Self employed
360071026,IDN,1,2,1,1,8,7,10,5,1989,29,A religious person,Male,Married,Self employed
360071027,IDN,1,2,1,1,5,8,7,5,1985,32,A religious person,Male,Married,Self employed
360071028,IDN,1,2,2,1,3,10,10,9,1996,23,A religious person,Male,Single,Self employed
360071029,IDN,1,2,2,1,5,4,4,6,1999,18,Not a religious person,Male,Single,Full time
360071030,IDN,1,3,4,1,10,5,5,5,1976,42,A religious person,Female,Married,Self employed
360071031,IDN,1,2,1,1,10,10,5,6,1978,40,A religious person,Male,Married,Self employed
360071032,IDN,2,1,1,1,10,10,10,6,1967,51,A religious person,Male,Married,Self employed
360071033,IDN,1,2,1,1,10,10,5,5,1966,52,A religious person,Male,Married,Full time
360071034,IDN,1,1,1,1,7,9,10,5,1988,30,A religious person,Male,Married,Self employed
360071035,IDN,1,2,3,1,10,4,5,9,1975,43,A religious person,Male,Married,Full time
360071036,IDN,1,1,1,1,10,8,6,5,1993,24,A religious person,Female,Married,Homemaker
360071037,IDN,1,1,2,1,10,10,10,5,1984,34,A religious person,Male,Married,Self employed
360071038,IDN,1,1,2,1,5,10,1,10,1993,25,A religious person,Female,Married,Homemaker
360071039,IDN,1,2,2,1,5,7,10,5,1978,40,A religious person,Male,Married,Self employed
360071040,IDN,1,1,3,1,10,7,3,8,1988,30,A religious person,Male,Single,Full time
360071041,IDN,1,2,2,1,10,5,3,5,1971,47,A religious person,Male,Married,Full time
360071042,IDN,1,2,1,1,10,8,7,3,1998,19,A religious person,Male,Single,Full time
360071043,IDN,1,1,1,1,9,7,4,8,1999,18,A religious person,Female,Single,Full time
360071044,IDN,1,3,1,1,6,2,10,10,1986,32,A religious person,Female,Widowed,Full time
360071045,IDN,1,1,1,1,6,7,7,5,1980,38,A religious person,Female,Married,Homemaker
360071046,IDN,1,1,1,1,5,5,5,8,1982,36,A religious person,Female,Married,Self employed
360071047,IDN,1,3,3,1,3,5,5,10,1992,26,A religious person,Male,Single,Full time
360071048,IDN,1,2,1,1,8,9,8,10,1984,33,A religious person,Female,Married,Part time
360071049,IDN,1,3,3,1,7,10,9,4,1978,40,A religious person,Female,Married,Homemaker
360071050,IDN,1,3,2,1,10,9,8,9,1980,38,A religious person,Female,Divorced,Self employed
360071051,IDN,1,1,2,1,9,10,10,5,1978,40,A religious person,Female,Married,Part time
360071052,IDN,1,3,3,1,10,10,10,-1,1945,73,A religious person,Male,Married,Retired/pensioned
360071053,IDN,1,2,2,2,10,5,3,10,1967,50,A religious person,Female,Married,Homemaker
360071054,IDN,1,3,2,1,10,5,5,5,1976,42,Not a religious person,Male,Divorced,Full time
360071055,IDN,1,1,2,1,9,9,9,6,1975,42,A religious person,Male,Married,Full time
360071056,IDN,1,2,2,2,8,10,9,7,1989,28,A religious person,Female,Married,Homemaker
360071057,IDN,1,1,1,1,6,9,10,7,1957,61,A religious person,Male,Married,Self employed
360071058,IDN,1,2,2,1,7,9,6,7,1986,32,A religious person,Female,Married,Self employed
360071059,IDN,1,2,1,1,8,6,7,5,1984,34,A religious person,Female,Married,Self employed
360071060,IDN,1,1,1,1,10,10,1,1,1962,56,A religious person,Female,Married,Self employed
360071061,IDN,1,1,3,1,9,6,6,8,1981,36,A religious person,Male,Married,Self employed
360071062,IDN,1,1,2,1,5,6,7,6,1989,28,A religious person,Female,Married,Self employed
360071063,IDN,1,3,1,1,10,8,6,4,1960,58,A religious person,Female,Married,Self employed
360071064,IDN,1,1,1,1,5,6,5,10,1994,23,Not a religious person,Male,Single,Full time
360071065,IDN,1,3,2,1,10,9,9,10,1984,33,A religious person,Female,Married,Homemaker
360071066,IDN,1,2,3,1,1,10,10,10,1974,43,A religious person,Male,Married,Self employed
360071067,IDN,1,1,3,1,9,9,8,6,1979,39,A religious person,Female,Married,Homemaker
360071068,IDN,1,1,2,1,6,7,7,6,1992,25,A religious person,Female,Married,Homemaker
360071069,IDN,1,2,1,1,10,10,5,5,1987,31,Not a religious person,Male,Single,Full time
360071070,IDN,1,2,3,1,7,8,9,4,2000,18,A religious person,Male,Single,Student
360071071,IDN,1,3,4,1,5,7,3,7,1997,21,A religious person,Female,Divorced,Full time
360071072,IDN,1,3,2,1,5,7,9,10,1965,52,A religious person,Female,Married,Self employed
360071073,IDN,1,1,1,1,9,8,9,5,1997,21,A religious person,Male,Single,Self employed
360071074,IDN,1,3,1,1,10,1,1,8,1980,37,A religious person,Male,Married,Full time
360071075,IDN,1,1,2,1,6,8,6,6,1995,23,A religious person,Female,Married,Homemaker
360071076,IDN,1,3,3,1,5,8,10,-1,1962,56,A religious person,Female,Married,Part time
360071077,IDN,1,2,1,1,8,8,8,5,1982,36,A religious person,Female,Married,Self employed
360071078,IDN,1,2,3,1,7,5,5,5,1993,24,A religious person,Male,Single,Part time
360071079,IDN,1,1,2,1,5,6,3,9,1969,49,A religious person,Female,Married,Self employed
360071080,IDN,1,3,4,1,5,7,4,4,1989,29,A religious person,Female,Married,Homemaker
360071081,IDN,1,1,2,1,10,5,4,-1,1972,46,A religious person,Male,Married,Part time
360071082,IDN,1,2,2,1,8,7,8,7,1987,31,A religious person,Female,Married,Part time
360071083,IDN,1,2,1,1,10,2,1,10,1963,54,A religious person,Male,Married,Self employed
360071084,IDN,1,1,3,1,10,10,7,-1,1973,45,A religious person,Female,Married,Part time
360071085,IDN,1,1,1,1,1,1,1,8,1958,60,A religious person,Female,Widowed,Homemaker
360071086,IDN,1,2,1,1,8,10,9,9,1983,35,A religious person,Female,Married,Self employed
360071087,IDN,1,1,2,1,10,10,10,-1,1983,35,,Female,Married,Self employed
360071088,IDN,1,2,2,1,10,8,5,6,1986,32,Not a religious person,Male,Married,Full time
360071089,IDN,1,2,1,1,10,10,5,-1,1967,51,A religious person,Female,Married,Part time
360071090,IDN,1,1,1,1,10,3,4,8,1958,60,A religious person,Female,Married,Part time
360071091,IDN,1,1,2,1,10,9,8,8,1953,65,A religious person,Male,Married,Self employed
360071092,IDN,1,2,2,2,7,3,5,-1,1973,45,A religious person,Male,Divorced,Part time
360071093,IDN,1,3,1,1,9,10,9,9,1977,41,A religious person,Female,Married,Self employed
360071094,IDN,1,2,3,1,6,4,8,8,1997,21,A religious person,Male,Single,Part time
360071095,IDN,1,2,2,1,10,10,1,-1,1944,73,A religious person,Female,Divorced,Homemaker
360071096,IDN,1,1,1,1,9,10,1,-1,1962,56,A religious person,Female,Married,Part time
360071097,IDN,1,1,3,1,7,10,6,5,1984,34,A religious person,Female,Married,Homemaker
360071098,IDN,1,2,1,1,7,9,8,5,1999,19,A religious person,Female,Single,Unemployed
360071099,IDN,1,1,1,1,10,8,6,5,1963,55,A religious person,Female,Married,Part time
360071100,IDN,1,3,2,1,9,9,8,9,1980,37,A religious person,Female,Married,Homemaker
360071101,IDN,1,1,1,1,8,8,7,4,1983,34,A religious person,Male,Married,Full time
360071102,IDN,1,2,2,1,10,7,7,8,1976,42,A religious person,Female,Married,Full time
360071103,IDN,1,3,3,1,5,2,4,5,1987,30,A religious person,Male,Married,Self employed
360071104,IDN,1,2,1,1,10,1,1,-1,1982,36,Not a religious person,Male,Married,Full time
360071105,IDN,1,2,3,1,7,5,6,5,1995,23,Not a religious person,Male,Single,Part time
360071106,IDN,1,2,3,1,8,7,7,-1,1961,57,A religious person,Male,Married,Full time
360071107,IDN,1,3,2,1,7,4,3,6,1958,60,A religious person,Male,Married,Part time
360071108,IDN,1,3,1,1,10,10,10,-1,1985,32,A religious person,Female,Married,Self employed
360071109,IDN,1,3,2,1,3,5,5,5,1978,39,Not a religious person,Female,Married,Self employed
360071110,IDN,1,3,2,1,10,10,7,6,1983,35,A religious person,Female,Married,Homemaker
360071111,IDN,1,1,1,1,8,7,7,-1,1973,44,A religious person,Female,Married,Self employed
360071112,IDN,1,2,2,1,6,5,5,-1,1974,44,A religious person,Female,Married,Self employed
360071113,IDN,1,2,1,1,7,6,5,-1,1967,50,A religious person,Male,Married,Part time
360071114,IDN,1,3,2,1,3,4,1,8,1985,32,A religious person,Female,Married,Part time
360071115,IDN,1,1,2,1,8,9,6,1,1984,34,Not a religious person,Male,Married,Part time
360071116,IDN,1,1,1,1,10,10,10,10,1931,87,A religious person,Male,Married,Self employed
360071117,IDN,1,1,1,1,10,9,7,9,1954,64,A religious person,Male,Married,Self employed
360071118,IDN,1,1,1,1,1,9,10,9,1958,60,A religious person,Female,Widowed,Self employed
360071119,IDN,1,2,1,1,10,10,10,-1,1973,45,A religious person,Female,Married,Homemaker
360071120,IDN,1,1,1,-2,1,5,5,-1,1965,53,A religious person,Male,Married,Part time
360071121,IDN,1,2,1,1,10,10,10,10,1958,60,A religious person,Female,Married,Homemaker
360071122,IDN,1,2,1,1,8,6,3,8,1998,20,A religious person,Male,Single,Full time
360071123,IDN,1,2,3,1,10,7,6,6,1991,27,A religious person,Male,Married,Full time
360071124,IDN,1,3,1,1,1,5,5,1,1984,34,A religious person,Male,Married,Self employed
360071125,IDN,1,2,3,1,10,10,5,-1,1970,48,,Female,Married,Homemaker
360071126,IDN,1,2,1,1,3,7,4,9,1972,45,A religious person,Male,Married,Full time
360071127,IDN,1,3,1,1,7,7,9,6,1977,41,A religious person,Male,Married,Full time
360071128,IDN,1,1,3,1,10,9,9,6,2000,18,A religious person,Male,Single,Self employed
360071129,IDN,1,2,1,1,10,10,8,2,1972,46,A religious person,Female,Married,Self employed
360071130,IDN,1,3,1,1,10,7,7,6,1986,32,A religious person,Female,Married,Homemaker
360071131,IDN,1,1,1,1,10,9,8,10,1958,60,A religious person,Male,Married,Part time
360071132,IDN,1,1,1,1,7,6,5,-1,1968,50,A religious person,Female,Married,Full time
360071133,IDN,1,3,2,3,8,9,10,9,1997,21,A religious person,Female,Married,Part time
360071134,IDN,1,1,1,1,7,7,6,5,1985,32,Not a religious person,Female,Married,Self employed
360071135,IDN,1,3,2,1,10,10,6,6,1985,32,A religious person,Female,Married,Full time
360071136,IDN,1,2,1,1,7,6,8,7,1995,23,A religious person,Female,Married,Homemaker
360071137,IDN,1,2,1,1,7,8,9,4,1989,29,A religious person,Female,Married,Full time
360071138,IDN,1,2,2,1,3,6,8,-1,1996,21,A religious person,Male,Married,Self employed
360071139,IDN,1,2,3,1,5,2,4,8,1958,60,A religious person,Female,Married,Part time
360071140,IDN,1,1,1,1,10,10,10,-1,1970,48,A religious person,Female,Married,Self employed
360071141,IDN,1,2,1,1,7,10,10,5,1973,45,,Male,Married,Self employed
360071142,IDN,1,3,3,2,10,10,8,-1,1985,33,A religious person,Female,Married,Full time
360071143,IDN,1,2,3,1,6,1,1,5,1997,21,A religious person,Male,Single,Unemployed
360071144,IDN,1,2,2,1,10,7,6,9,1974,44,A religious person,Male,Divorced,Full time
360071145,IDN,1,1,1,1,6,6,6,-1,1982,36,A religious person,Female,Married,Homemaker
360071146,IDN,1,2,1,1,8,10,4,8,1987,31,A religious person,Female,Married,Self employed
360071147,IDN,1,1,1,1,1,10,6,10,1966,52,A religious person,Male,Married,Full time
360071148,IDN,1,2,1,1,6,7,7,6,1980,38,A religious person,Female,Married,Part time
360071149,IDN,1,1,1,1,10,10,10,-1,1987,31,,Male,Married,Self employed
360071150,IDN,1,1,1,1,10,10,9,9,1997,21,A religious person,Male,Single,Full time
360071151,IDN,1,1,1,1,10,10,1,-1,1958,60,A religious person,Male,Married,Part time
360071152,IDN,1,2,2,1,10,10,5,5,1960,58,A religious person,Female,Married,Self employed
360071153,IDN,1,1,2,1,5,8,6,8,1958,60,A religious person,Female,Widowed,Homemaker
360071154,IDN,1,2,1,1,7,7,6,5,1982,36,A religious person,Male,Married,Self employed
360071155,IDN,1,3,1,3,8,3,8,7,1945,73,A religious person,Male,Married,Self employed
360071156,IDN,1,2,1,1,8,9,6,8,1989,30,Not a religious person,Male,Married,Unemployed
360071157,IDN,1,1,1,1,9,7,8,1,1960,58,A religious person,Female,Widowed,Self employed
360071158,IDN,1,2,1,1,9,9,8,8,1995,23,A religious person,Male,Married,Part time
360071159,IDN,1,2,2,1,9,9,9,-1,1971,47,A religious person,Female,Married,Self employed
360071160,IDN,1,2,1,1,2,2,2,-1,1971,47,A religious person,Male,Married,Self employed
360071161,IDN,1,1,1,1,8,8,8,7,1969,49,A religious person,Male,Married,Self employed
360071162,IDN,1,4,1,1,10,10,6,6,1963,55,A religious person,Female,Married,Self employed
360071163,IDN,1,3,1,1,10,5,5,-1,1950,68,A religious person,Male,Married,Full time
360071164,IDN,1,2,1,1,9,7,5,5,1964,54,A religious person,Male,Married,Self employed
360071165,IDN,1,2,2,1,8,5,5,5,1967,51,A religious person,Male,Married,Part time
360071166,IDN,1,1,1,1,5,10,5,-1,1963,55,A religious person,Female,Widowed,Part time
360071167,IDN,1,2,1,1,10,5,5,9,1980,38,A religious person,Male,Married,Self employed
360071168,IDN,1,1,1,1,5,10,10,6,1989,29,A religious person,Female,Married,Full time
360071169,IDN,1,2,2,1,9,9,7,5,1983,35,A religious person,Male,Married,Self employed
360071170,IDN,1,1,1,1,8,8,8,5,1968,49,Not a religious person,Female,Married,Self employed
360071171,IDN,1,3,2,1,10,10,10,1,1969,49,A religious person,Female,Married,Self employed
360071172,IDN,1,1,3,1,10,2,10,10,1955,62,A religious person,Female,Married,Full time
360071173,IDN,1,1,1,1,9,7,8,5,1995,22,Not a religious person,Female,Married,Homemaker
360071174,IDN,1,1,1,1,10,6,9,9,1971,47,A religious person,Female,Married,Homemaker
360071175,IDN,1,2,3,1,8,9,8,7,1993,25,A religious person,Male,Married,Full time
360071176,IDN,1,1,1,1,7,10,10,5,1975,43,A religious person,Male,Married,Full time
360071177,IDN,1,2,3,1,9,8,5,7,1981,37,A religious person,Male,Married,Part time
360071178,IDN,1,2,1,1,8,7,5,9,1978,40,A religious person,Female,Married,Self employed
360071179,IDN,1,1,3,1,8,8,7,7,1995,23,Not a religious person,Male,Married,Full time
360071180,IDN,1,1,2,1,10,7,7,5,1979,39,Not a religious person,Male,Widowed,Self employed
360071181,IDN,1,3,1,1,7,10,10,1,1971,47,A religious person,Male,Married,Full time
360071182,IDN,1,2,2,1,10,10,10,10,1965,53,A religious person,Female,Married,Homemaker
360071183,IDN,1,2,1,1,8,8,7,5,1999,19,A religious person,Female,Married,Full time
360071184,IDN,1,3,1,1,10,10,10,10,1988,29,A religious person,Male,Divorced,Part time
360071185,IDN,1,1,2,1,8,7,6,4,1990,27,A religious person,Male,Married,Self employed
360071186,IDN,1,3,1,1,10,6,8,7,1993,24,A religious person,Female,Married,Homemaker
360071187,IDN,1,3,1,1,10,10,1,3,1973,45,A religious person,Male,Married,Self employed
360071188,IDN,1,1,2,1,10,6,6,5,1985,33,A religious person,Male,Single,Full time
360071189,IDN,1,1,2,1,6,1,5,1,1970,47,A religious person,Male,Married,Full time
360071190,IDN,1,2,1,1,8,10,9,6,1974,43,A religious person,Female,Married,Homemaker
360071191,IDN,1,2,3,1,8,7,5,8,1968,50,Not a religious person,Male,Married,Part time
360071192,IDN,1,1,1,1,8,7,9,8,1999,18,A religious person,Male,Single,Unemployed
360071193,IDN,1,1,1,1,8,9,8,8,1993,24,A religious person,Female,Married,Homemaker
360071194,IDN,1,1,2,1,10,5,5,8,1949,68,A religious person,Male,Married,Self employed
360071195,IDN,1,3,1,1,10,7,8,7,1964,54,A religious person,Female,Married,Homemaker
360071196,IDN,1,3,1,1,8,10,6,2,1967,51,A religious person,Female,Married,Part time
360071197,IDN,1,1,1,1,8,8,7,-1,1975,42,A religious person,Female,Divorced,Self employed
360071198,IDN,1,1,2,1,9,7,5,7,1997,20,A religious person,Female,Divorced,Homemaker
360071199,IDN,1,2,3,1,5,7,7,-1,1951,66,A religious person,Male,Married,Self employed
360071200,IDN,1,2,3,1,10,1,10,10,1973,45,A religious person,Male,Married,Full time
360071201,IDN,1,1,2,1,10,9,9,6,1978,39,A religious person,Male,Married,Self employed
360071202,IDN,1,1,1,1,7,8,6,6,1999,18,A religious person,Female,Single,Full time
360071203,IDN,1,2,2,1,9,7,7,1,1977,41,A religious person,Male,Married,Full time
360071204,IDN,1,1,1,1,8,9,10,5,1988,29,A religious person,Female,Married,Full time
360071205,IDN,1,1,3,1,8,10,7,5,1979,39,A religious person,Male,Married,Full time
360071206,IDN,1,2,2,1,7,8,7,5,1983,35,A religious person,Female,Married,Homemaker
360071207,IDN,1,2,2,1,5,8,7,1,1966,51,A religious person,Male,Married,Self employed
360071208,IDN,1,1,2,1,8,8,8,2,1983,35,A religious person,Male,Married,Full time
360071209,IDN,1,1,3,1,10,6,6,6,1988,30,A religious person,Male,Married,Full time
360071210,IDN,1,1,1,1,10,9,10,-1,1985,33,A religious person,Female,Married,Homemaker
360071211,IDN,1,2,3,1,10,10,8,1,1955,63,A religious person,Male,Married,Full time
360071212,IDN,1,1,1,1,10,8,9,2,1965,53,A religious person,Female,Married,Full time
360071213,IDN,1,2,2,1,7,8,7,-1,1983,34,A religious person,Male,Married,Full time
360071214,IDN,1,1,3,1,8,9,7,9,1984,33,A religious person,Female,Married,Homemaker
360071215,IDN,1,3,1,1,10,8,7,4,1975,42,A religious person,Female,Married,Homemaker
360071216,IDN,1,2,3,1,5,8,9,6,1990,28,Not a religious person,Female,Married,Homemaker
360071217,IDN,1,2,1,1,4,5,4,8,1995,23,Not a religious person,Male,Single,Full time
360071218,IDN,1,3,1,1,10,10,8,10,1988,30,A religious person,Female,Married,Homemaker
360071219,IDN,1,3,4,1,10,10,10,10,1972,46,A religious person,Female,Married,Full time
360071220,IDN,1,1,3,1,10,7,9,10,1956,62,A religious person,Male,Married,Full time
360071221,IDN,1,2,1,1,8,9,10,-1,1957,61,A religious person,Female,Married,Homemaker
360071222,IDN,1,1,1,1,6,10,7,5,1991,27,A religious person,Female,Married,Homemaker
360071223,IDN,1,2,1,1,7,8,6,5,1987,31,A religious person,Female,Widowed,Full time
360071224,IDN,1,3,1,1,7,8,8,7,1960,58,A religious person,Female,Married,Self employed
360071225,IDN,1,1,3,1,8,10,5,5,1974,44,A religious person,Male,Married,Self employed
360071226,IDN,1,3,2,1,7,8,9,8,1972,46,A religious person,Female,Married,Homemaker
360071227,IDN,1,2,1,1,10,10,10,5,1993,25,A religious person,Female,Married,Homemaker
360071228,IDN,1,3,1,1,7,8,8,5,1981,37,A religious person,Female,Married,
360071229,IDN,1,1,3,1,8,10,10,7,1985,33,A religious person,Male,Married,Self employed
360071230,IDN,1,2,1,1,10,7,7,3,1992,26,A religious person,Female,Married,Full time
360071231,IDN,1,2,2,1,7,5,4,5,1965,53,A religious person,Female,Widowed,Full time
360071232,IDN,1,1,1,1,8,5,5,8,1992,26,A religious person,Female,Married,Homemaker
360071233,IDN,1,2,1,1,8,3,2,7,1962,55,A religious person,Female,Married,Homemaker
360071234,IDN,1,3,3,1,9,9,8,8,1989,28,A religious person,Male,Married,Full time
360071235,IDN,1,1,1,1,8,10,8,-1,1988,30,A religious person,Female,Married,Part time
360071236,IDN,1,3,1,1,8,7,10,8,1978,40,A religious person,Female,Married,Full time
360071237,IDN,1,2,3,1,7,7,7,8,1975,43,A religious person,Male,Married,Self employed
360071238,IDN,1,2,3,1,10,8,5,9,1990,28,A religious person,Female,Married,Part time
360071239,IDN,1,3,1,3,6,9,9,5,1975,42,Don't know,Female,Married,Self employed
360071240,IDN,1,1,1,1,8,9,6,10,1993,25,A religious person,Female,Married,Full time
360071241,IDN,1,3,4,1,5,10,5,4,1945,73,A religious person,Female,Widowed,Homemaker
360071242,IDN,1,2,1,2,8,7,8,5,1994,24,Not a religious person,Female,Single,Full time
360071243,IDN,1,2,1,1,9,9,1,5,1977,41,A religious person,Female,Married,Self employed
360071244,IDN,1,1,1,1,5,5,5,5,1974,43,A religious person,Male,Divorced,Self employed
360071245,IDN,1,2,3,1,10,10,7,10,1972,46,A religious person,Male,Married,Self employed
360071246,IDN,4,3,1,1,7,3,1,4,1987,30,A religious person,Male,Married,Self employed
360071247,IDN,1,3,3,1,7,8,4,9,1973,44,A religious person,Male,Married,Full time
360071248,IDN,1,2,3,1,10,10,9,5,1984,33,A religious person,Female,Married,Full time
360071249,IDN,1,3,1,2,5,1,1,8,1942,75,A religious person,Female,Married,Homemaker
360071250,IDN,1,2,1,1,9,8,8,5,1987,30,A religious person,Female,Married,Homemaker
360071251,IDN,1,2,1,1,8,8,7,5,1979,38,A religious person,Male,Married,Full time
360071252,IDN,1,2,2,2,10,9,8,5,1988,29,A religious person,Female,Single,Part time
360071253,IDN,1,2,1,1,10,10,10,6,1972,46,Not a religious person,Male,Married,Self employed
360071254,IDN,1,1,1,1,9,10,10,5,1977,40,A religious person,Female,Married,Self employed
360071255,IDN,1,1,1,2,7,8,8,5,1982,36,A religious person,Male,Married,Self employed
360071256,IDN,1,1,2,1,10,10,10,-1,1973,45,A religious person,Male,Married,Full time
360071257,IDN,1,2,1,1,5,8,8,5,1969,49,A religious person,Male,Married,Self employed
360071258,IDN,1,1,2,1,10,10,10,5,1982,35,A religious person,Male,Married,Full time
360071259,IDN,1,1,2,1,8,10,10,6,1975,42,Not a religious person,Male,Married,Full time
360071260,IDN,1,2,2,1,8,8,8,-1,1974,43,A religious person,Female,Married,Homemaker
